frame_idx,track_id,x1,y1,x2,y2,feet_x,feet_y,reliable
1114,72,986.7,228.7,1139.8,853.5,1069.2,808.7,1
1114,74,657.5,270.5,748.6,464.7,689.8,554.3,1
1114,67,825.5,217.0,1005.5,802.6,921.1,767.5,1
1115,63,557.1,202.0,664.9,737.4,603.7,696.4,1
1115,34,1575.2,230.7,1918.1,1071.0,1615.9,1055.0,1
1115,73,1163.4,325.0,1363.7,773.0,1243.4,746.5,1
1115,72,984.7,229.1,1137.3,853.6,1068.4,808.6,1
1115,74,655.9,270.3,746.8,464.2,687.4,555.1,1
1115,67,822.5,217.6,1002.8,802.4,920.4,767.4,1
1116,63,557.4,201.8,666.5,738.2,605.5,698.4,1
1116,34,1574.8,230.7,1918.1,1071.4,1616.0,1054.1,1
1116,73,1162.9,324.9,1364.0,772.9,1243.7,746.3,1
1116,72,982.3,229.7,1135.0,853.6,1066.9,807.2,1
1116,74,654.7,270.5,745.2,463.9,703.1,564.9,1
1116,67,820.2,217.4,1000.8,802.2,918.5,767.6,1
1117,63,557.5,202.0,667.9,739.4,606.5,701.5,1
1117,34,1574.5,230.7,1918.0,1071.5,1615.8,1054.4,1
1117,73,1162.4,324.9,1364.0,772.8,1243.8,746.1,1
1117,72,980.1,230.6,1133.2,853.3,1065.5,805.7,1
1117,74,656.4,270.5,745.6,463.2,701.0,463.2,0
1117,67,818.6,216.8,999.5,802.1,918.5,767.0,1
1118,63,557.6,202.2,669.5,741.3,607.7,704.8,1
1118,34,1574.2,230.7,1917.9,1071.4,1615.7,1054.6,1
1118,73,1161.9,324.9,1364.2,773.0,1244.1,746.6,1
1118,72,976.8,231.2,1131.2,853.9,1064.0,803.8,1
1118,74,658.1,270.4,745.8,463.1,701.9,463.1,0
1118,67,815.9,216.3,996.8,802.1,916.2,765.6,1
1119,63,558.6,202.5,672.5,744.4,608.4,707.6,1
1119,34,1574.1,230.9,1917.9,1071.4,1615.3,1054.5,1
1119,73,1161.5,324.8,1364.3,773.1,1245.2,746.4,1
1119,72,973.9,231.9,1130.0,854.5,1062.9,801.7,1
1119,74,658.2,270.6,744.3,463.0,701.2,463.0,0
1119,67,814.4,215.8,995.2,801.9,916.2,764.1,1
1120,63,559.7,203.3,675.8,748.9,608.1,710.3,1
1120,34,1573.9,230.8,1918.1,1072.0,1614.8,1054.2,1
1120,73,1160.9,324.7,1364.3,773.1,1245.1,746.1,1
1120,72,970.9,232.4,1129.0,854.9,1061.9,801.5,1
1120,74,656.3,270.6,741.2,462.7,698.7,462.7,0
1120,67,813.5,215.6,993.3,800.9,915.1,762.3,1
1121,63,560.4,204.7,678.9,753.5,607.2,712.4,1
1121,34,1573.6,231.0,1918.2,1072.4,1614.5,1054.2,1
1121,73,1160.5,324.7,1364.3,773.1,1245.2,745.6,1
1121,72,969.1,233.1,1129.2,854.9,1062.0,799.6,1
1121,74,653.6,269.8,738.0,462.8,695.8,462.8,0
1121,67,812.7,215.2,991.2,799.6,913.8,757.7,1
1122,63,561.3,206.1,682.3,758.5,605.9,714.0,1
1122,34,1573.4,230.9,1918.2,1072.7,1614.3,1053.6,1
1122,73,1159.9,324.5,1364.3,773.3,1245.7,745.4,1
1122,72,967.4,233.8,1129.5,855.0,1061.7,797.8,1
1122,74,650.7,268.0,735.6,463.8,693.1,463.8,0
1122,67,811.6,214.4,988.9,799.0,910.7,753.8,1
1123,63,561.7,207.8,685.3,764.7,604.2,715.8,1
1123,34,1573.2,230.6,1918.4,1073.0,1614.2,1052.6,1
1123,73,1159.5,324.4,1364.2,773.3,1245.6,745.5,1
1123,72,966.0,234.5,1130.1,855.3,1061.0,797.9,1
1123,74,648.7,267.1,733.5,463.8,691.1,463.8,0
1123,67,810.2,214.0,986.1,799.1,908.4,750.4,1
1124,63,561.2,209.4,688.3,776.0,601.0,721.2,1
1124,34,1573.0,230.1,1918.4,1073.1,1613.9,1052.4,1
1124,73,1159.1,324.1,1364.3,773.3,1244.4,745.5,1
1124,72,964.4,235.6,1130.4,855.5,1059.4,797.6,1
1124,74,647.7,266.2,731.6,461.6,689.7,461.6,0
1124,67,809.3,213.5,983.5,798.8,901.7,749.8,1
1125,63,560.6,211.3,690.4,784.2,599.5,728.1,1
1125,34,1572.8,230.0,1918.5,1073.0,1613.8,1052.1,1
1125,73,1158.8,324.0,1364.3,773.1,1243.9,745.4,1
1125,72,963.0,237.5,1130.9,856.5,1057.8,799.7,1
1125,74,649.0,265.3,727.6,446.4,688.3,446.4,0
1125,67,808.0,212.4,980.5,799.0,897.8,748.1,1
1126,63,559.9,213.7,691.7,788.4,596.3,733.9,1
1126,34,1572.7,230.0,1918.3,1072.8,1613.8,1051.9,1
1126,73,1158.5,324.1,1364.1,773.0,1243.4,745.7,1
1126,72,961.8,239.8,1131.1,856.1,1056.3,798.0,1
1126,74,653.0,264.5,722.2,419.4,687.6,419.4,0
1126,67,807.1,211.7,977.4,798.9,891.2,751.2,1
1127,63,559.4,215.4,693.0,789.9,594.8,737.3,1
1127,34,1572.3,230.0,1918.2,1072.9,1613.2,1052.0,1
1127,73,1158.1,324.0,1363.9,773.0,1242.9,745.5,1
1127,72,960.8,242.0,1131.7,855.9,1055.5,798.5,1
1127,74,656.9,264.2,719.4,400.1,688.2,400.1,0
1127,67,806.6,211.3,974.6,798.6,889.1,754.0,1
1128,63,560.2,215.3,696.1,790.7,593.1,738.7,1
1128,34,1572.2,230.1,1918.2,1072.9,1612.9,1052.3,1
1128,73,1157.8,324.0,1363.7,772.9,1242.7,745.3,1
1128,72,960.0,243.3,1132.6,855.4,1056.4,797.5,1
1128,67,808.3,211.5,973.7,799.9,887.4,756.8,1
1129,63,560.6,214.7,699.1,790.8,592.6,735.4,1
1129,34,1572.0,230.1,1918.2,1073.0,1612.9,1052.0,1
1129,73,1157.3,324.0,1363.3,772.8,1242.7,745.6,1
1129,72,959.6,243.8,1133.9,854.7,1056.4,795.1,1
1129,67,808.5,212.1,971.2,799.9,887.8,754.6,1
1130,63,560.8,213.7,701.8,790.8,592.4,736.7,1
1130,34,1571.9,230.0,1918.2,1073.0,1612.4,1051.8,1
1130,73,1156.9,323.9,1363.1,772.7,1243.1,745.6,1
1130,72,959.8,244.7,1135.2,853.4,1055.7,790.9,1
1130,67,807.0,212.9,967.5,799.5,885.4,753.6,1
1131,63,560.8,212.3,704.8,790.4,586.8,734.3,1
1131,34,1571.7,229.8,1918.3,1073.3,1612.3,1050.9,1
1131,73,1156.6,323.9,1362.9,772.5,1242.7,746.1,1
1131,72,960.7,245.5,1136.9,851.5,1055.2,791.5,1
1131,67,806.5,213.5,964.9,799.3,883.3,755.2,1
1132,63,559.9,210.2,707.0,790.3,584.8,736.9,1
1132,34,1571.4,229.7,1918.4,1073.6,1612.2,1049.9,1
1132,73,1156.3,323.9,1362.7,772.4,1242.4,746.0,1
1132,72,961.8,246.3,1138.2,847.7,1052.0,788.8,1
1132,67,806.7,214.1,963.1,798.9,880.6,754.3,1
1133,63,559.2,207.7,709.6,790.4,582.5,736.8,1
1133,34,1571.0,229.6,1918.1,1073.5,1611.6,1049.1,1
1133,73,1155.8,323.6,1362.3,772.1,1242.0,745.5,1
1133,72,962.8,246.9,1139.3,843.2,1049.2,784.6,1
1133,67,806.8,214.3,961.6,798.9,877.2,753.5,1
1134,63,559.7,206.1,712.9,790.0,584.1,735.3,1
1134,34,1570.6,229.7,1917.9,1073.5,1611.2,1049.4,1
1134,73,1155.5,323.3,1362.2,772.0,1241.6,745.4,1
1134,72,964.0,247.2,1140.7,839.3,1045.7,783.3,1
1134,67,807.2,213.6,960.8,799.4,872.7,753.2,1
1135,63,559.8,204.8,715.7,789.5,584.9,732.7,1
1135,34,1570.0,229.5,1917.8,1073.6,1610.2,1050.0,1
1135,73,1155.1,323.1,1361.9,771.8,1240.7,744.5,1
1135,72,965.5,247.6,1142.6,835.2,1043.2,779.3,1
1135,67,808.1,213.1,960.4,799.5,870.0,751.8,1
1136,63,560.7,204.5,719.0,789.1,590.8,732.6,1
1136,34,1569.8,229.6,1917.7,1073.4,1610.0,1050.5,1
1136,73,1154.9,323.0,1361.8,771.6,1240.0,744.0,1
1136,72,967.2,248.2,1144.3,830.3,1040.4,777.7,1
1136,67,808.8,212.6,959.9,799.7,867.0,751.8,1
1137,63,558.8,204.5,720.5,791.4,593.0,740.6,1
1137,34,1569.4,229.6,1917.7,1073.6,1609.8,1049.8,1
1137,73,1154.9,322.8,1361.8,771.3,1239.2,744.3,1
1137,72,969.1,248.6,1146.6,825.1,1037.8,777.8,1
1137,67,809.2,212.7,959.2,799.6,866.6,754.6,1
1138,63,558.3,205.6,723.9,798.3,596.8,747.1,1
1138,34,1569.2,229.7,1917.8,1073.6,1609.6,1049.4,1
1138,73,1154.8,322.7,1361.9,771.2,1238.1,745.2,1
1138,72,969.9,249.0,1148.2,822.1,1034.8,781.3,1
1138,67,809.7,213.4,958.7,799.9,865.3,754.2,1
1139,63,561.0,206.5,730.8,805.5,602.0,752.8,1
1139,34,1569.1,229.5,1917.9,1073.6,1609.5,1049.0,1
1139,73,1154.8,322.5,1361.9,771.0,1236.8,745.8,1
1139,72,969.7,249.8,1149.2,820.7,1030.6,782.6,1
1139,67,810.6,214.5,958.7,800.0,864.9,755.0,1
1140,63,563.2,208.3,736.1,812.9,608.1,758.9,1
1140,34,1568.9,229.6,1917.8,1073.6,1609.3,1048.7,1
1140,73,1154.7,322.4,1361.7,770.5,1235.1,746.0,1
1140,72,968.3,250.6,1148.9,820.5,1025.9,782.3,1
1140,67,811.4,215.3,958.7,800.0,864.0,755.4,1
1141,63,562.9,211.0,738.8,817.9,610.3,760.8,1
1141,34,1566.4,231.3,1914.0,1069.4,1611.1,1052.3,1
1141,73,1154.3,322.4,1361.5,770.8,1233.0,745.8,1
1141,72,965.9,251.5,1147.8,820.8,1021.6,781.9,1
1141,67,810.6,216.2,957.9,800.4,862.5,755.0,1
1141,75,1563.0,230.9,1920.0,1072.1,1608.9,1049.0,1
1142,63,564.4,212.7,743.6,822.5,614.1,762.1,1
1142,34,1567.6,231.3,1916.5,1071.8,1608.0,1048.9,1
1142,73,1153.9,322.4,1361.3,770.8,1232.2,745.7,1
1142,72,964.6,252.6,1147.3,821.2,1019.2,783.0,1
1142,67,807.3,216.9,955.5,800.6,862.1,754.1,1
1142,75,1560.9,232.3,1917.9,1068.2,1610.3,1052.2,1
1143,63,566.2,214.8,748.9,829.1,616.7,767.7,1
1143,73,1153.5,322.4,1361.0,771.0,1231.1,746.0,1
1143,72,963.2,253.7,1146.5,821.1,1017.1,781.4,1
1143,67,803.5,216.8,953.5,800.8,861.2,753.3,1
1144,63,568.5,216.8,754.5,836.4,619.0,769.1,1
1144,73,1153.0,322.4,1360.8,771.0,1230.2,745.6,1
1144,72,961.9,255.1,1145.3,820.7,1015.8,779.0,1
1144,67,798.8,216.6,951.4,801.5,858.7,752.3,1
1144,34,1564.8,232.3,1913.0,1068.1,1609.8,1050.9,1
1145,63,569.8,216.5,758.0,838.6,623.1,767.7,1
1145,73,1152.8,322.2,1360.6,770.7,1229.6,744.3,1
1145,72,960.7,255.9,1144.3,820.1,1015.0,775.6,1
1145,67,794.7,216.5,950.0,801.8,857.6,751.2,1
1145,76,553.9,272.2,610.4,634.7,571.0,601.0,1
1145,34,1563.7,232.5,1912.6,1067.4,1609.5,1050.6,1
1146,63,570.8,214.9,760.3,839.2,626.8,767.1,1
1146,73,1152.6,321.8,1360.6,770.4,1230.9,743.5,1
1146,72,959.3,257.4,1142.6,819.3,1015.9,774.2,1
1146,67,791.8,216.0,949.8,801.8,855.6,750.7,1
1146,76,556.0,270.9,612.9,635.2,572.5,600.9,1
1146,34,1562.9,232.4,1912.7,1067.1,1609.5,1050.7,1
1147,63,574.5,209.2,764.8,837.0,635.3,771.5,1
1147,73,1152.4,321.4,1360.6,769.9,1232.4,742.9,1
1147,72,957.3,258.5,1140.4,818.5,1016.3,773.1,1
1147,67,788.9,215.8,949.2,801.1,856.8,751.7,1
1147,76,557.8,269.5,614.9,632.8,570.0,600.3,1
1147,34,1562.4,232.2,1913.0,1066.9,1609.0,1050.6,1
1148,63,576.4,205.0,768.5,836.4,630.0,767.0,1
1148,73,1152.2,321.3,1360.5,769.6,1232.0,742.4,1
1148,72,955.1,259.4,1137.9,817.4,1015.1,771.1,1
1148,67,786.8,216.3,949.1,800.6,854.1,748.2,1
1148,76,554.3,269.9,611.5,631.4,568.5,596.0,1
1148,34,1561.9,232.0,1913.4,1066.7,1609.1,1050.8,1
1149,63,578.3,201.3,772.8,834.3,626.9,758.6,1
1149,73,1152.1,321.7,1360.3,769.5,1232.3,741.8,1
1149,72,953.4,260.1,1136.0,816.6,1015.0,769.8,1
1149,67,785.2,216.8,949.2,800.4,852.4,746.5,1
1149,76,552.9,267.5,609.2,622.4,564.2,589.0,1
1149,34,1561.4,231.9,1913.7,1066.8,1608.9,1050.9,1
1150,63,581.0,197.0,778.2,833.1,630.4,759.2,1
1150,73,1152.1,322.4,1360.2,769.5,1232.4,742.3,1
1150,72,951.5,260.4,1133.4,814.6,1013.8,768.8,1
1150,67,785.2,216.8,950.3,800.0,853.0,747.0,1
1150,76,550.8,268.4,607.9,627.4,564.8,592.7,1
1150,34,1561.1,232.1,1913.9,1066.6,1609.1,1051.2,1
1151,63,586.4,193.8,786.6,834.4,638.1,758.1,1
1151,73,1152.0,322.9,1359.8,769.1,1232.9,742.6,1
1151,72,949.0,259.9,1129.8,810.3,1012.7,765.9,1
1151,67,785.0,216.3,950.8,799.3,853.1,747.9,1
1151,76,551.0,269.4,608.7,630.8,562.5,596.7,1
1151,34,1560.6,232.1,1914.1,1066.6,1608.9,1050.7,1
1152,63,591.2,191.9,794.3,836.4,643.8,767.0,1
1152,73,1151.8,323.3,1359.6,768.8,1233.3,742.8,1
1152,72,947.2,259.3,1127.1,807.2,1011.9,762.6,1
1152,67,786.6,216.2,951.8,799.2,852.9,750.1,1
1152,76,552.1,269.3,610.2,630.4,559.3,597.3,1
1152,34,1560.3,232.1,1914.3,1066.5,1609.0,1050.9,1
1153,63,595.5,190.6,800.9,837.0,651.0,764.1,1
1153,73,1151.6,323.7,1359.4,768.6,1234.6,742.0,1
1153,72,945.5,258.7,1124.6,804.2,1012.0,757.5,1
1153,67,788.1,216.3,951.8,798.1,854.3,750.0,1
1153,76,551.5,269.4,610.2,630.3,558.1,597.9,1
1153,34,1560.1,232.1,1914.7,1066.6,1608.7,1051.3,1
1154,63,597.1,190.9,804.7,838.4,659.7,762.6,1
1154,73,1151.3,324.2,1359.0,768.5,1236.4,740.2,1
1154,72,943.7,258.3,1122.2,802.4,1014.0,750.3,1
1154,67,788.9,216.3,950.7,798.0,855.2,750.0,1
1154,76,549.2,269.0,608.6,630.3,554.9,595.6,1
1154,34,1559.8,232.1,1914.9,1066.6,1609.2,1050.1,1
1155,63,597.7,192.9,806.9,838.6,666.1,764.5,1
1155,73,1151.2,324.7,1358.8,768.3,1237.1,740.3,1
1155,72,942.3,257.9,1119.8,798.8,1013.8,748.6,1
1155,67,788.5,216.4,947.9,797.9,856.1,751.0,1
1155,76,551.5,267.5,611.8,627.1,555.0,595.0,1
1155,34,1559.6,231.7,1915.2,1066.7,1608.9,1050.5,1
1156,63,599.5,194.3,811.2,838.8,675.0,770.0,1
1156,73,1151.3,325.2,1358.9,768.0,1237.7,740.6,1
1156,72,941.3,257.7,1117.6,794.2,1013.9,747.4,1
1156,67,786.3,216.0,943.8,796.8,858.7,752.0,1
1156,76,554.5,265.7,615.1,619.8,556.9,590.3,1
1156,34,1559.4,231.4,1915.5,1066.7,1608.9,1050.7,1
1157,63,601.5,192.1,816.2,835.7,683.0,775.1,1
1157,73,1151.2,325.6,1358.8,767.6,1238.1,741.1,1
1157,72,940.3,257.5,1115.2,789.5,1013.4,747.6,1
1157,67,785.1,216.0,940.6,796.3,860.7,753.4,1
1157,76,555.9,265.3,616.9,614.9,557.8,590.4,1
1157,34,1559.2,231.2,1915.7,1066.8,1608.9,1050.0,1
1158,63,603.9,192.0,822.3,835.2,696.0,783.3,1
1158,73,1151.1,325.6,1358.7,767.3,1238.7,740.2,1
1158,72,938.7,257.4,1112.8,786.6,1013.1,746.6,1
1158,67,785.1,215.7,938.8,796.4,862.7,752.5,1
1158,76,555.3,265.2,617.1,612.9,558.4,591.4,1
1158,34,1558.7,231.0,1915.6,1067.0,1608.9,1049.8,1
1158,78,597.9,254.0,700.6,449.3,649.3,449.3,0
1159,63,610.7,193.9,834.1,836.5,707.5,787.8,1
1159,73,1150.9,325.9,1358.6,767.1,1238.6,741.0,1
1159,72,936.9,257.5,1110.5,785.4,1012.3,748.4,1
1159,67,791.7,215.4,941.8,796.2,866.1,751.9,1
1159,76,556.3,265.6,619.3,611.1,558.9,591.6,1
1159,34,1558.4,231.0,1915.6,1067.1,1609.1,1049.5,1
1159,78,596.1,253.9,701.2,454.5,648.7,454.5,0
1160,63,615.7,201.2,843.4,839.2,716.8,790.0,1
1160,73,1150.7,326.1,1358.6,767.1,1238.2,741.3,1
1160,72,935.3,257.9,1108.7,785.1,1011.3,750.2,1
1160,67,796.3,215.8,942.6,796.1,866.6,751.6,1
1160,76,554.9,264.8,619.0,609.9,560.8,590.4,1
1160,34,1558.2,230.8,1915.7,1067.1,1610.1,1048.3,1
1160,78,595.8,254.0,702.3,457.7,649.1,457.7,0
1161,63,617.4,206.7,849.5,841.1,723.7,790.7,1
1161,73,1150.4,326.1,1358.4,767.0,1238.0,741.6,1
1161,72,934.1,258.4,1107.2,785.1,1010.6,752.9,1
1161,67,799.3,217.1,941.4,793.9,866.6,751.5,1
1161,76,553.3,265.3,618.7,610.0,559.0,593.3,1
1161,34,1558.1,231.0,1915.9,1067.3,1610.1,1047.9,1
1161,78,596.0,253.9,702.7,458.7,649.4,458.7,0
1162,63,619.4,208.9,856.2,841.9,729.1,790.1,1
1162,73,1150.4,326.2,1358.5,767.0,1237.5,741.8,1
1162,72,933.3,259.1,1106.0,785.3,1008.8,754.4,1
1162,67,802.1,218.7,940.2,792.4,862.7,750.5,1
1162,76,551.9,264.5,617.9,609.7,561.8,590.9,1
1162,34,1558.1,231.1,1916.0,1067.2,1610.1,1048.7,1
1162,78,596.5,253.2,703.3,458.9,649.9,458.9,0
1163,63,624.4,207.7,865.5,841.1,737.3,782.8,1
1163,73,1150.1,326.1,1358.4,767.0,1235.4,740.9,1
1163,72,932.6,259.9,1104.8,785.2,1004.7,752.3,1
1163,67,806.8,219.8,940.8,795.4,857.4,753.6,1
1163,76,551.1,264.6,617.6,609.9,562.2,590.2,1
1163,34,1558.3,231.2,1916.2,1067.1,1610.1,1048.8,1
1163,78,596.6,252.5,703.4,458.7,650.0,458.7,0
1163,79,659.1,296.4,751.7,659.7,718.3,633.2,1
1164,63,632.7,208.8,875.8,841.2,749.9,781.0,1
1164,73,1149.8,326.1,1358.3,767.1,1233.3,740.5,1
1164,72,931.8,261.5,1103.4,785.3,1001.1,750.7,1
1164,67,814.1,227.8,942.0,796.8,857.2,749.1,1
1164,76,550.7,265.0,618.4,611.1,561.9,591.4,1
1164,34,1558.5,231.0,1916.5,1067.0,1609.8,1048.3,1
1164,78,595.3,252.5,702.8,460.6,649.1,460.6,0
1164,79,659.6,296.7,753.4,663.6,714.7,634.1,1
1165,63,648.3,211.0,891.4,841.3,759.5,777.4,1
1165,73,1149.5,326.0,1358.4,767.3,1231.8,739.1,1
1165,72,931.2,262.7,1102.2,785.2,997.9,745.4,1
1165,76,551.2,265.4,619.9,612.6,563.4,591.6,1
1165,34,1558.3,230.6,1916.6,1067.1,1609.3,1048.4,1
1165,78,593.8,252.5,701.4,461.2,637.1,582.3,1
1165,79,664.8,291.8,761.0,666.9,718.2,635.9,1
1166,63,667.2,206.6,910.9,838.1,775.5,773.4,1
1166,73,1149.4,325.9,1358.5,767.3,1229.5,739.6,1
1166,72,930.8,263.1,1101.4,785.6,994.2,745.7,1
1166,76,552.2,265.4,621.9,613.6,564.8,590.7,1
1166,34,1558.3,230.3,1916.7,1067.0,1609.2,1048.8,1
1166,78,591.9,252.6,699.6,462.3,637.5,584.2,1
1166,79,663.9,281.7,766.1,678.8,709.9,640.1,1
1166,80,667.2,286.1,728.2,459.7,697.7,459.7,0
1167,63,685.1,203.6,928.2,836.9,784.8,775.2,1
1167,73,1149.2,325.8,1358.6,767.4,1227.7,740.7,1
1167,72,930.4,263.9,1100.1,785.6,990.8,747.2,1
1167,76,549.8,266.7,619.8,615.8,565.2,588.1,1
1167,34,1558.2,230.3,1916.7,1066.9,1609.0,1049.2,1
1167,78,590.5,252.9,697.3,461.3,643.9,461.3,0
1167,79,661.5,275.5,764.5,675.6,715.4,640.0,1
1167,80,666.7,285.9,727.7,459.1,697.2,459.1,0
1168,63,705.2,201.6,945.6,836.2,801.6,776.4,1
1168,73,1149.1,326.0,1358.6,767.6,1226.5,743.3,1
1168,72,931.0,264.5,1099.7,785.6,990.3,748.3,1
1168,76,547.0,267.0,616.4,617.2,565.4,587.3,1
1168,34,1558.0,230.1,1916.7,1066.9,1608.3,1049.3,1
1168,78,589.5,253.5,694.8,459.8,642.1,459.8,0
1168,79,660.8,282.2,759.3,668.3,721.9,634.5,1
1168,80,666.1,285.3,727.3,458.8,696.7,458.8,0
1169,63,725.2,201.8,961.5,836.4,820.1,778.2,1
1169,73,1149.1,326.3,1358.8,767.8,1229.0,743.8,1
1169,72,932.0,265.4,1099.4,785.1,992.3,746.8,1
1169,76,545.8,266.8,614.2,615.7,569.6,585.2,1
1169,34,1557.7,230.0,1916.6,1067.1,1608.7,1048.0,1
1169,78,587.1,253.8,692.5,460.6,633.8,589.0,1
1169,79,662.3,276.1,761.5,665.6,718.4,641.2,1
1169,80,664.2,284.8,726.1,459.2,695.1,459.2,0
1170,63,743.4,200.9,975.2,836.6,834.9,769.4,1
1170,73,1148.9,326.1,1359.0,768.1,1230.1,744.1,1
1170,72,932.8,265.6,1098.9,784.0,994.2,746.7,1
1170,76,548.1,266.0,614.8,611.3,571.7,586.2,1
1170,34,1557.4,229.7,1916.6,1067.2,1607.8,1049.8,1
1170,78,584.2,254.1,688.9,460.0,636.6,460.0,0
1170,79,665.1,275.1,764.1,665.0,722.0,641.8,1
1170,80,663.4,283.8,725.9,459.2,694.6,459.2,0
1171,63,758.7,200.8,989.2,843.1,839.8,780.7,1
1171,73,1148.5,325.7,1359.2,768.2,1227.4,744.9,1
1171,72,933.6,265.3,1097.7,781.3,996.7,741.5,1
1171,76,548.8,265.8,615.2,614.2,568.2,589.3,1
1171,34,1556.9,229.5,1916.4,1067.2,1607.5,1049.7,1
1171,78,581.3,254.3,685.4,459.5,633.3,459.5,0
1171,79,667.9,275.1,766.3,664.4,723.2,643.0,1
1171,80,661.6,283.0,725.1,459.9,693.3,459.9,0
1172,63,768.0,200.8,998.2,849.3,858.3,794.5,1
1172,73,1148.4,325.4,1359.4,768.1,1229.5,745.2,1
1172,72,934.9,264.3,1096.4,777.0,997.6,739.0,1
1172,76,552.1,266.8,618.1,617.4,573.6,592.5,1
1172,34,1556.7,229.2,1916.6,1067.5,1607.1,1049.9,1
1172,78,578.3,253.4,683.2,461.9,623.7,589.9,1
1172,79,669.0,275.2,766.3,663.1,723.7,644.6,1
1172,80,658.5,282.1,723.0,459.9,690.7,459.9,0
1173,63,779.7,205.4,1010.5,853.7,872.7,802.6,1
1173,73,1148.3,325.2,1359.8,768.0,1230.6,744.4,1
1173,72,938.0,262.1,1095.9,769.0,992.7,731.7,1
1173,76,555.3,263.0,623.1,623.1,573.6,603.2,1
1173,34,1556.6,229.0,1916.7,1067.7,1607.6,1049.7,1
1173,78,576.6,253.5,681.7,464.7,619.3,591.9,1
1173,79,670.2,274.2,767.5,664.0,726.9,642.4,1
1173,80,655.5,281.6,720.9,459.2,688.2,459.2,0
1174,63,796.7,208.3,1033.7,859.6,888.3,805.9,1
1174,73,1148.4,325.1,1360.1,767.8,1233.6,743.4,1
1174,72,943.3,261.0,1095.3,757.1,998.1,724.8,1
1174,76,558.2,259.6,626.6,626.3,586.0,601.1,1
1174,34,1556.5,228.8,1916.8,1067.8,1607.0,1049.6,1
1174,78,575.6,254.1,679.5,466.6,627.5,466.6,0
1174,79,670.6,272.3,768.0,665.8,728.9,646.2,1
1174,80,652.7,281.1,719.1,458.7,685.9,458.7,0
1174,82,682.2,284.3,746.1,664.4,726.3,640.5,1
1174,67,771.4,208.9,899.5,784.6,847.9,733.2,1
1175,63,807.6,214.6,1050.3,861.5,906.5,804.1,1
1175,73,1148.4,324.8,1360.6,767.6,1235.9,743.1,1
1175,72,949.5,259.8,1094.8,743.3,990.2,727.1,1
1175,76,559.1,268.2,625.9,631.6,592.8,605.3,1
1175,34,1556.3,228.6,1916.7,1067.8,1606.8,1050.0,1
1175,78,573.9,253.5,674.6,462.5,624.3,462.5,0
1175,79,670.8,271.3,768.6,669.6,730.2,648.1,1
1175,80,650.3,280.8,717.8,458.6,684.0,458.6,0
1175,82,682.2,284.8,746.0,664.1,726.4,640.2,1
1175,67,771.4,207.7,900.1,785.4,857.8,745.5,1
1176,63,817.3,216.2,1067.9,861.9,912.0,805.3,1
1176,73,1148.4,324.3,1361.0,767.4,1236.9,743.3,1
1176,72,951.2,257.8,1098.4,761.1,992.8,746.8,1
1176,76,542.4,276.4,626.7,742.1,559.8,756.4,1
1176,34,1556.4,228.7,1916.8,1067.7,1606.9,1049.8,1
1176,78,570.5,253.5,665.7,451.6,618.1,451.6,0
1176,79,671.5,271.3,769.2,671.9,727.4,647.6,1
1176,80,646.8,281.0,715.8,458.9,681.3,458.9,0
1176,82,682.8,285.1,746.6,663.8,724.2,639.4,1
1176,67,772.5,207.9,904.9,799.8,859.9,747.0,1
1176,83,543.3,280.4,612.8,798.9,561.2,751.8,1
1177,63,822.2,217.3,1080.2,861.5,917.2,805.5,1
1177,73,1148.5,324.0,1361.3,767.2,1235.0,742.1,1
1177,34,1556.4,228.6,1916.8,1067.6,1606.4,1049.6,1
1177,78,568.4,252.5,659.9,443.5,614.1,443.5,0
1177,80,643.6,281.1,714.1,458.7,678.8,458.7,0
1177,82,681.7,285.4,745.7,664.2,725.1,640.0,1
1177,67,775.1,208.6,908.2,800.2,857.7,749.6,1
1177,83,547.0,276.9,617.3,799.3,564.2,751.5,1
1178,63,823.8,217.8,1088.9,861.6,921.6,803.1,1
1178,73,1148.4,323.4,1361.6,766.9,1233.3,741.2,1
1178,34,1556.4,228.5,1916.8,1067.4,1606.3,1049.7,1
1178,78,564.7,250.8,656.0,444.1,610.3,444.1,0
1178,80,639.2,280.9,711.6,458.2,675.4,458.2,0
1178,67,778.4,210.0,912.7,802.3,853.8,749.9,1
1178,83,552.2,269.0,624.1,801.0,565.9,755.7,1
1179,63,821.5,217.5,1092.2,860.1,927.2,800.2,1
1179,73,1148.3,322.7,1362.0,766.9,1229.5,742.0,1
1179,34,1556.3,228.5,1916.8,1067.3,1606.8,1048.8,1
1179,80,637.3,280.5,711.2,457.5,674.3,457.5,0
1179,67,781.0,210.8,916.8,807.6,853.7,753.9,1
1179,83,557.8,264.8,631.5,801.8,562.9,758.2,1
1179,79,671.6,270.5,768.2,668.8,728.9,650.4,1
1180,63,818.6,216.1,1094.9,859.0,933.3,793.6,1
1180,73,1148.1,322.2,1362.1,766.8,1227.6,741.6,1
1180,34,1556.4,228.1,1917.1,1067.3,1607.3,1048.1,1
1180,80,636.8,280.7,711.7,457.1,674.2,457.1,0
1180,67,781.1,212.3,919.3,820.5,849.6,761.0,1
1180,83,563.1,259.1,639.3,802.3,560.1,760.3,1
1180,79,670.3,270.3,766.1,667.9,725.7,649.3,1
1180,82,680.2,283.6,744.6,663.1,725.9,639.2,1
1181,63,820.0,216.1,1100.4,858.9,941.3,791.3,1
