frame_idx,track_id,x1,y1,x2,y2,feet_x,feet_y,reliable
28,1,1348.6,263.1,1538.7,848.0,1437.7,789.1,1
28,2,1363.7,291.7,1470.7,583.1,1399.6,751.5,1
28,3,664.8,210.9,879.4,794.4,742.5,745.5,1
28,6,507.7,201.4,590.7,696.5,517.7,655.6,1
28,4,627.8,262.3,698.9,434.4,663.3,434.4,0
29,1,1340.7,261.2,1530.8,844.6,1433.3,781.4,1
29,2,1359.4,289.0,1456.3,557.6,1407.8,557.6,0
29,3,670.9,211.0,888.4,792.9,754.1,743.5,1
29,6,507.2,201.7,590.7,699.4,523.7,657.3,1
29,4,626.7,260.4,698.6,433.7,662.7,433.7,0
30,1,1331.4,260.2,1522.2,843.4,1422.2,782.4,1
30,3,674.2,211.6,894.9,792.5,761.4,743.3,1
30,6,506.6,201.8,591.0,702.6,518.9,658.0,1
30,4,625.0,258.3,697.5,432.7,661.2,432.7,0
31,1,1319.9,257.3,1514.2,840.6,1406.8,781.9,1
31,3,675.8,211.7,900.6,794.2,764.3,741.5,1
31,6,506.2,200.4,591.9,706.6,514.7,661.8,1
31,4,623.1,257.2,695.5,431.1,659.3,431.1,0
32,1,1305.1,257.8,1504.3,838.7,1394.2,781.2,1
32,3,677.6,211.1,906.6,796.9,769.4,737.8,1
32,6,506.2,199.5,593.4,711.0,514.7,661.9,1
32,4,620.5,256.5,693.0,429.8,656.7,429.8,0
33,1,1290.9,255.9,1498.0,837.5,1380.6,775.7,1
33,3,679.9,210.5,911.8,797.5,774.4,733.4,1
33,6,506.7,198.1,595.5,713.2,513.1,662.1,1
33,4,618.4,255.8,691.1,428.2,654.8,428.2,0
34,1,1273.4,254.8,1487.3,835.7,1368.8,772.0,1
34,3,683.6,209.2,916.8,796.6,781.0,729.0,1
34,6,507.7,195.4,598.1,712.8,511.1,661.5,1
34,4,616.7,254.5,690.1,427.3,644.6,517.6,1
35,1,1258.1,254.3,1476.9,832.9,1361.4,767.2,1
35,3,690.7,206.8,923.1,794.6,790.6,725.0,1
35,6,508.5,191.6,600.9,711.0,511.2,652.3,1
35,4,615.3,253.8,688.7,425.9,640.9,515.5,1
36,1,1245.8,255.6,1467.1,830.1,1353.7,767.1,1
36,3,700.5,205.0,930.2,793.3,801.0,723.6,1
36,6,509.0,188.3,603.4,708.8,519.1,644.5,1
36,4,612.9,252.9,686.7,424.8,637.2,518.5,1
37,1,1235.8,255.2,1459.4,829.0,1350.7,768.5,1
37,3,713.7,203.7,938.5,792.4,812.1,721.7,1
37,6,510.5,186.4,607.0,707.2,513.8,651.8,1
37,4,610.8,251.0,685.5,423.7,648.2,423.7,0
38,1,1227.6,254.1,1453.3,828.9,1347.5,771.2,1
38,3,730.5,202.4,949.4,791.3,823.1,722.5,1
38,6,509.4,183.8,608.8,705.3,507.4,651.6,1
38,4,609.9,249.8,684.8,422.5,647.3,422.5,0
38,8,1367.1,244.7,1533.6,791.1,1412.1,730.2,1
39,1,1223.5,253.5,1449.8,825.4,1342.5,767.7,1
39,3,751.9,199.5,964.6,789.0,836.0,723.8,1
39,6,508.3,182.0,610.7,703.4,507.5,649.5,1
39,4,608.5,247.3,684.2,421.3,646.4,421.3,0
39,8,1366.9,243.3,1535.9,794.8,1419.3,724.0,1
40,1,1217.9,252.9,1442.0,817.2,1341.1,765.7,1
40,3,769.1,198.0,976.7,789.6,854.8,729.9,1
40,6,507.8,180.1,613.6,702.5,510.5,657.3,1
40,4,606.9,244.5,683.3,419.7,645.1,419.7,0
40,8,1394.2,241.1,1562.0,790.4,1441.8,715.6,1
41,1,1214.1,251.7,1436.0,809.4,1337.6,759.5,1
41,3,782.5,196.9,985.3,788.8,864.9,731.0,1
41,6,506.6,178.2,615.8,701.7,510.9,660.5,1
41,4,604.5,242.3,681.2,418.4,642.8,418.4,0
41,8,1404.7,239.2,1572.4,789.8,1442.4,714.3,1
42,1,1208.8,250.1,1428.0,802.3,1331.5,753.1,1
42,3,795.3,196.1,994.5,788.5,876.7,735.1,1
42,6,503.6,176.2,616.3,700.6,513.8,658.5,1
42,4,603.8,239.7,681.3,417.1,642.6,417.1,0
42,8,1404.5,237.9,1571.8,787.1,1434.8,713.4,1
43,1,1204.9,247.3,1422.6,797.5,1326.5,747.3,1
43,3,812.1,197.1,1010.2,788.1,889.4,739.9,1
43,6,501.1,174.6,616.9,700.0,515.7,659.1,1
43,4,602.6,237.2,680.6,415.5,641.6,415.5,0
43,8,1405.6,236.3,1573.4,786.8,1439.1,716.6,1
44,1,1203.1,245.2,1419.0,793.1,1318.3,740.8,1
44,3,825.5,197.6,1025.9,788.9,901.2,744.1,1
44,6,498.4,173.3,617.1,699.6,517.0,658.5,1
44,4,600.4,234.9,678.8,414.4,639.6,414.4,0
44,8,1404.5,235.2,1573.1,786.7,1438.7,719.9,1
45,1,1201.4,243.4,1415.3,788.6,1310.5,736.5,1
45,3,834.8,198.2,1039.4,790.6,910.0,746.0,1
45,6,495.9,172.4,617.7,702.3,516.4,661.8,1
45,4,598.6,232.8,677.1,412.7,637.9,412.7,0
45,8,1407.7,234.0,1576.7,785.9,1450.3,724.4,1
46,1,1199.8,241.7,1411.9,785.6,1303.2,735.9,1
46,3,838.6,198.8,1048.5,794.6,916.0,746.6,1
46,6,493.1,172.1,618.5,708.3,514.8,664.7,1
46,4,596.7,231.3,675.4,412.1,636.1,412.1,0
46,8,1409.5,233.0,1578.8,784.5,1456.1,727.6,1
47,1,1198.4,241.0,1408.6,784.3,1295.8,732.0,1
47,3,837.0,199.8,1051.2,797.2,918.3,747.5,1
47,6,490.5,172.0,618.9,712.5,512.3,666.5,1
47,4,594.1,229.8,673.2,412.1,633.6,412.1,0
47,8,1411.6,232.0,1581.8,784.1,1460.7,730.6,1
48,1,1197.3,241.4,1405.5,783.8,1289.1,734.5,1
48,3,833.7,200.9,1052.7,804.2,920.2,749.4,1
48,6,488.5,172.5,619.0,714.7,509.7,666.3,1
48,4,591.0,228.7,669.9,411.8,630.5,411.8,0
48,8,1413.8,231.8,1585.0,784.6,1467.4,734.1,1
49,1,1196.0,241.7,1402.4,783.2,1283.9,734.4,1
49,3,832.2,201.4,1054.8,808.6,923.6,748.7,1
49,6,486.5,172.2,618.7,715.5,506.9,666.2,1
49,4,588.3,228.2,666.8,411.2,627.5,411.2,0
49,8,1415.5,231.5,1588.3,787.3,1473.9,737.4,1
50,1,1193.5,242.8,1398.3,782.4,1281.1,733.6,1
50,3,832.8,201.5,1057.5,810.4,927.6,745.9,1
50,6,484.1,172.5,618.2,719.1,505.3,666.9,1
50,4,586.0,227.7,664.3,411.0,625.1,411.0,0
50,8,1416.8,230.8,1591.7,790.8,1480.5,738.8,1
51,1,1189.9,244.4,1393.4,781.3,1278.5,733.2,1
51,3,835.3,200.0,1061.0,810.7,934.7,742.5,1
51,6,481.4,172.9,617.8,725.1,503.5,667.7,1
51,4,584.6,227.7,662.0,409.3,623.3,409.3,0
51,8,1417.7,230.2,1595.0,794.2,1486.9,740.3,1
52,1,1185.3,246.3,1388.2,780.8,1276.8,733.3,1
52,3,839.2,197.0,1065.1,811.2,942.0,740.5,1
52,6,477.9,174.0,617.2,734.9,502.2,671.3,1
52,4,582.9,228.1,659.8,408.2,621.3,408.2,0
52,8,1417.9,229.3,1597.7,797.8,1490.6,740.7,1
53,1,1182.4,249.1,1384.6,780.6,1275.0,730.8,1
53,3,848.0,195.1,1072.5,811.1,949.4,739.0,1
53,6,473.3,174.9,614.9,740.5,501.3,673.4,1
53,4,579.4,228.3,656.5,408.1,618.0,408.1,0
53,8,1417.5,229.1,1600.2,802.4,1492.7,740.9,1
54,1,1180.9,252.2,1382.4,779.6,1275.2,726.4,1
54,3,860.3,194.7,1082.5,811.0,958.1,737.6,1
54,6,469.9,175.4,613.1,743.6,502.4,674.9,1
54,4,574.4,228.4,651.5,407.7,613.0,407.7,0
54,8,1417.6,229.0,1602.7,804.7,1493.3,739.9,1
55,1,1180.9,255.9,1381.5,779.0,1274.6,726.2,1
55,3,874.3,193.4,1094.5,810.8,965.1,737.6,1
55,6,467.1,176.0,611.4,744.9,502.4,674.1,1
55,4,571.5,228.5,648.3,406.7,609.9,406.7,0
55,8,1417.9,228.7,1605.6,806.0,1493.4,740.4,1
56,1,1183.2,259.8,1382.4,777.5,1274.3,722.5,1
56,3,887.2,189.8,1106.0,809.6,973.0,737.8,1
56,6,464.0,175.2,609.4,745.0,501.9,672.8,1
56,4,570.2,228.4,646.5,405.4,608.4,405.4,0
56,8,1418.1,227.8,1608.4,806.3,1493.1,741.2,1
57,1,1187.6,263.8,1385.5,776.5,1274.6,721.9,1
57,3,894.6,187.5,1113.3,808.5,979.6,741.0,1
57,6,462.0,173.7,608.4,745.2,503.6,676.1,1
57,4,571.4,227.8,648.5,405.3,609.9,405.3,0
57,8,1418.5,227.6,1611.2,805.9,1492.5,741.9,1
58,1,1193.8,267.5,1389.7,775.4,1275.4,720.6,1
58,3,899.4,184.2,1119.9,809.0,985.4,742.2,1
58,6,460.9,170.9,608.4,745.6,506.4,678.2,1
58,4,571.8,226.6,649.8,404.3,610.8,404.3,0
58,8,1418.8,227.0,1614.3,805.3,1492.4,742.3,1
59,1,1197.3,270.9,1390.9,772.8,1274.7,719.0,1
59,3,902.7,182.2,1126.7,813.6,990.6,747.4,1
59,6,460.0,168.0,608.6,746.1,508.4,679.6,1
59,4,572.7,225.3,646.7,389.4,609.7,389.4,0
59,8,1418.8,226.4,1617.3,805.3,1492.4,742.0,1
60,1,1199.2,274.1,1390.9,769.6,1274.2,714.1,1
60,3,906.1,180.5,1135.0,821.8,994.8,754.1,1
60,6,459.6,165.0,609.4,746.1,510.1,680.4,1
60,4,572.3,224.0,645.0,381.0,608.6,381.0,0
60,8,1418.8,226.2,1620.4,805.6,1492.7,742.8,1
61,1,1199.8,276.7,1390.1,766.8,1271.6,710.7,1
61,3,909.0,179.5,1142.7,829.5,998.3,761.1,1
61,6,459.0,162.4,610.0,746.1,511.4,683.8,1
61,4,569.3,222.2,643.0,377.8,606.2,377.8,0
61,8,1419.1,225.9,1623.5,805.5,1492.8,741.6,1
62,1,1199.3,278.3,1389.3,766.1,1269.2,709.6,1
62,3,911.9,179.5,1149.7,835.0,999.1,766.7,1
62,6,457.9,160.7,610.1,745.9,511.7,687.4,1
62,4,567.4,220.8,642.9,376.0,605.1,376.0,0
62,8,1420.1,225.5,1627.6,805.8,1494.3,742.5,1
63,1,1198.6,279.2,1388.4,765.5,1268.6,705.1,1
63,3,914.7,180.2,1155.7,838.1,1001.1,770.9,1
63,6,457.0,160.4,610.2,745.8,513.3,690.7,1
63,8,1421.5,225.3,1631.7,805.8,1495.0,743.8,1
64,1,1197.8,279.5,1387.3,764.1,1268.1,699.7,1
64,3,916.1,180.4,1160.1,840.6,1002.9,775.5,1
64,6,456.5,160.3,610.8,745.9,514.3,695.8,1
64,8,1422.9,225.5,1635.6,805.9,1496.0,744.4,1
65,1,1196.5,279.3,1384.8,758.7,1268.1,697.9,1
65,3,916.0,182.8,1163.5,847.9,1004.9,781.0,1
65,6,456.2,160.3,611.9,747.8,517.2,701.8,1
65,8,1423.9,226.1,1638.9,805.7,1497.5,744.6,1
66,1,1197.4,279.0,1382.6,748.2,1269.0,697.4,1
66,3,915.1,183.8,1165.7,854.3,1006.8,785.0,1
66,6,455.4,160.4,613.4,753.0,520.4,707.7,1
66,8,1424.2,226.9,1641.4,805.9,1498.8,746.1,1
67,1,1197.0,278.3,1380.3,739.9,1268.6,697.8,1
67,3,912.9,184.1,1166.9,862.6,1009.4,786.0,1
67,6,454.4,161.2,615.0,758.2,524.5,709.5,1
67,8,1423.6,227.8,1643.4,806.4,1501.2,745.0,1
68,1,1195.3,278.0,1378.5,736.6,1268.2,699.6,1
68,3,910.2,183.5,1165.6,867.6,1012.1,786.8,1
68,6,455.9,162.7,620.0,764.1,528.8,711.1,1
68,8,1422.7,228.7,1645.3,807.2,1503.0,746.1,1
69,1,1193.4,278.3,1377.2,735.4,1266.9,700.4,1
69,3,906.6,181.8,1162.1,870.1,1013.2,785.5,1
69,6,457.9,165.1,625.5,767.7,532.1,711.2,1
69,8,1422.1,229.5,1647.5,808.0,1505.3,747.3,1
70,1,1192.3,278.9,1377.1,735.6,1265.4,700.7,1
70,3,903.1,179.9,1157.8,871.8,1013.8,785.8,1
70,6,458.3,167.0,630.0,771.8,534.1,713.4,1
70,8,1421.4,230.2,1649.7,809.0,1507.3,748.2,1
71,1,1191.7,279.5,1378.1,736.7,1263.3,702.1,1
71,3,899.5,178.6,1152.4,872.7,1013.5,786.5,1
71,6,457.0,168.7,632.8,776.8,535.9,715.0,1
71,8,1419.8,230.9,1651.1,810.1,1510.0,749.8,1
72,1,1192.1,280.2,1380.0,737.5,1261.7,703.3,1
72,3,895.5,177.3,1145.8,873.4,1014.2,789.0,1
72,6,455.4,171.1,635.3,782.4,539.4,718.2,1
72,8,1418.8,231.6,1653.0,810.9,1511.6,751.9,1
73,1,1192.5,280.7,1382.3,738.4,1260.6,704.6,1
73,3,893.7,175.4,1141.9,873.5,1013.7,791.2,1
73,6,454.4,171.7,638.1,786.0,542.4,721.4,1
73,8,1418.0,232.0,1655.0,811.5,1513.2,753.3,1
74,1,1192.7,281.5,1384.0,738.7,1259.9,705.5,1
74,3,891.4,174.0,1137.6,874.0,1011.9,795.6,1
74,6,453.6,171.7,640.6,787.9,544.8,724.4,1
74,8,1416.9,232.3,1656.7,812.4,1514.5,754.6,1
75,1,1191.9,282.2,1384.9,738.8,1258.8,705.6,1
75,3,889.4,172.5,1134.1,874.7,1008.2,801.9,1
75,6,454.4,170.7,645.0,788.5,545.8,726.6,1
75,8,1416.1,233.4,1658.2,813.2,1515.3,756.0,1
76,1,1191.0,283.0,1385.5,738.9,1257.6,706.6,1
76,3,886.8,171.8,1131.2,878.2,1004.3,808.3,1
76,6,456.0,169.5,650.2,789.0,547.8,728.0,1
76,8,1415.3,234.4,1659.6,813.9,1515.3,757.5,1
77,1,1190.0,283.6,1386.0,739.3,1257.7,706.9,1
77,3,883.4,170.8,1129.8,887.8,1000.1,816.3,1
77,6,459.2,168.2,657.4,790.6,552.2,730.2,1
77,8,1414.3,235.2,1660.6,814.6,1514.8,757.9,1
78,1,1189.2,284.8,1386.4,740.0,1257.5,708.1,1
78,3,879.9,170.5,1128.6,898.0,994.2,824.5,1
78,6,465.0,168.0,666.5,791.9,555.1,732.6,1
78,8,1416.0,237.5,1662.9,814.7,1513.6,759.9,1
78,9,475.4,219.5,542.7,425.4,509.0,425.4,0
79,1,1188.2,285.8,1386.6,740.7,1256.6,709.1,1
79,3,876.5,170.7,1127.9,908.9,986.8,834.7,1
79,6,471.9,167.9,676.5,793.6,559.2,736.0,1
79,8,1416.0,238.9,1664.0,815.3,1512.8,761.2,1
79,9,475.2,217.2,543.8,426.9,509.5,426.9,0
80,1,1187.7,287.1,1386.9,741.9,1256.6,710.2,1
80,3,872.7,170.7,1126.0,915.2,980.8,837.4,1
80,6,480.4,168.1,687.4,794.7,564.0,737.5,1
80,8,1415.4,239.9,1664.6,816.1,1512.0,763.1,1
80,9,475.5,216.7,544.4,427.2,509.9,427.2,0
81,1,1186.9,288.7,1386.6,743.2,1256.8,710.6,1
81,3,868.1,171.2,1123.2,919.8,976.0,840.8,1
81,6,490.4,168.5,699.4,796.2,572.0,740.4,1
81,8,1414.4,240.7,1664.9,817.0,1511.7,764.0,1
81,9,475.3,215.8,544.9,428.6,510.1,428.6,0
82,1,1186.1,290.3,1386.2,744.4,1255.6,711.6,1
82,3,862.2,174.1,1121.2,933.4,971.9,850.1,1
82,6,499.8,169.3,709.9,797.4,579.7,742.0,1
82,8,1413.5,241.3,1665.2,817.7,1511.5,764.8,1
83,1,1185.2,291.9,1385.5,745.4,1255.6,712.9,1
83,3,856.0,175.5,1118.1,943.2,966.1,853.9,1
83,6,508.7,169.5,720.8,799.5,587.5,742.1,1
83,8,1412.7,242.1,1665.4,818.5,1511.6,765.3,1
83,9,475.5,217.6,545.6,431.2,510.6,431.2,0
84,1,1184.2,293.5,1384.7,746.5,1255.1,715.4,1
84,3,847.1,176.0,1113.0,954.2,963.0,861.1,1
84,6,515.0,170.3,729.7,805.4,600.1,748.2,1
84,8,1412.3,242.9,1665.8,819.1,1512.3,766.2,1
84,9,471.7,218.9,543.9,439.8,507.8,439.8,0
85,1,1183.0,295.4,1383.6,747.5,1255.5,716.2,1
85,3,837.2,175.0,1107.1,965.9,959.8,864.5,1
85,6,520.3,171.5,738.2,815.3,609.8,749.9,1
85,8,1411.7,243.4,1666.0,819.7,1512.4,766.4,1
85,9,469.6,220.3,542.7,445.4,506.2,445.4,0
86,1,1181.7,297.2,1382.3,748.0,1254.8,716.5,1
86,3,829.2,172.6,1100.9,970.8,956.6,860.6,1
86,6,525.6,172.5,745.9,824.0,620.0,750.2,1
86,8,1411.1,243.8,1666.4,820.6,1513.4,766.7,1
86,9,467.4,220.6,541.4,450.4,504.4,450.4,0
87,1,1180.5,298.5,1381.0,748.8,1254.5,714.9,1
87,3,819.9,171.3,1091.5,972.7,953.9,861.7,1
87,6,532.4,174.5,753.6,829.6,630.2,754.6,1
87,8,1410.6,244.3,1666.7,821.9,1514.2,767.3,1
87,9,466.0,223.3,539.6,454.3,502.8,454.3,0
88,1,1179.0,300.5,1379.3,749.5,1254.6,714.5,1
88,3,811.8,168.7,1082.5,972.8,946.4,856.1,1
88,6,540.8,174.9,760.4,827.5,639.9,758.9,1
88,8,1409.8,244.6,1666.9,823.1,1514.8,767.8,1
88,9,466.6,225.0,537.7,450.7,502.1,450.7,0
89,1,1177.3,302.1,1377.5,750.3,1254.5,714.4,1
89,3,804.1,165.8,1073.7,973.5,940.3,861.0,1
89,6,548.3,176.1,767.5,827.8,651.8,761.6,1
89,8,1409.3,244.7,1667.2,824.2,1515.7,768.2,1
89,9,464.6,228.0,536.7,458.4,500.7,458.4,0
90,1,1174.9,304.1,1375.0,750.7,1252.7,712.9,1
90,3,798.6,162.7,1066.9,974.1,932.3,862.1,1
90,6,558.1,179.1,778.3,829.1,659.6,765.3,1
90,8,1409.0,245.0,1667.5,825.2,1516.4,769.2,1
90,9,464.3,230.9,536.2,462.1,500.2,462.1,0
91,1,1171.6,305.7,1372.0,751.2,1248.9,713.0,1
91,3,794.4,159.3,1061.5,974.8,922.0,871.2,1
91,6,565.7,183.1,788.0,830.1,665.2,767.5,1
91,8,1408.5,245.2,1667.7,826.1,1517.3,771.0,1
91,9,463.9,234.5,535.1,464.6,499.5,464.6,0
92,1,1167.5,307.3,1368.7,751.8,1245.7,711.5,1
92,3,788.4,154.7,1055.5,976.8,912.8,877.0,1
92,6,569.6,186.4,794.8,831.7,672.3,769.5,1
92,8,1408.3,245.6,1668.0,826.7,1517.2,771.8,1
93,1,1162.1,308.0,1365.0,752.4,1241.7,714.1,1
93,3,780.0,148.4,1047.5,977.5,904.8,886.5,1
93,6,570.5,188.9,799.0,834.0,678.6,773.3,1
93,8,1408.6,245.9,1668.4,826.8,1516.6,772.8,1
93,9,465.4,238.4,534.6,463.5,500.0,463.5,0
94,1,1155.7,308.6,1360.6,752.9,1235.9,713.4,1
94,3,767.2,137.7,1036.5,978.9,893.6,900.9,1
94,6,569.0,190.7,800.8,837.6,682.0,775.1,1
94,8,1408.6,245.8,1668.7,826.9,1516.6,774.7,1
94,9,465.9,246.1,532.6,464.5,499.3,464.5,0
95,1,1149.1,309.3,1356.2,753.6,1231.4,713.4,1
95,3,748.9,133.3,1020.8,987.1,879.1,916.5,1
95,6,568.0,193.8,801.2,838.2,688.0,775.5,1
95,8,1408.5,246.1,1669.1,827.8,1516.4,776.6,1
95,9,467.8,252.4,531.3,461.5,514.3,467.4,1
96,1,1142.2,309.8,1351.9,754.1,1229.0,712.1,1
96,3,725.5,133.2,1000.1,992.6,859.3,925.9,1
96,6,572.4,195.9,803.1,824.5,699.7,769.9,1
96,8,1408.0,246.7,1669.0,828.9,1514.8,777.5,1
96,9,468.0,255.7,530.1,461.5,506.7,480.3,1
97,1,1134.3,309.9,1347.3,755.2,1224.2,711.2,1
97,3,697.1,135.3,977.1,1002.6,843.4,939.5,1
97,6,585.8,195.6,820.4,820.5,711.1,764.2,1
97,8,1407.7,248.0,1668.9,829.8,1513.3,778.9,1
97,9,467.7,258.7,529.6,465.7,508.6,483.1,1
98,1,1127.2,309.4,1343.5,755.8,1218.5,711.2,1
98,3,659.6,136.3,950.2,1017.6,830.2,946.3,1
