frame_idx,track_id,x1,y1,x2,y2
40,2,1382.4,240.4,1580.3,788.5
41,1,1215.9,251.1,1433.0,810.2
41,4,781.5,191.6,985.1,784.9
41,7,501.4,179.8,617.5,704.9
41,3,606.1,242.0,685.1,417.7
41,2,1392.7,238.8,1585.8,786.3
42,1,1211.5,248.4,1427.1,803.9
42,4,795.3,191.2,995.3,785.0
42,7,499.3,177.9,618.6,703.2
42,3,604.7,239.1,684.6,416.7
42,2,1395.9,237.5,1585.5,784.6
43,1,1208.3,244.5,1422.9,799.0
43,4,811.3,191.2,1010.9,785.7
43,7,497.0,176.6,619.2,701.7
43,3,602.6,236.8,682.8,415.7
43,2,1391.7,236.3,1580.6,783.9
44,1,1205.8,242.2,1418.7,794.3
44,4,824.1,191.8,1026.3,787.6
44,7,494.4,175.8,619.3,700.6
44,3,599.7,234.5,679.9,415.4
44,2,1390.3,235.5,1579.0,783.1
45,1,1204.1,240.6,1414.8,789.7
45,4,833.7,192.3,1040.1,789.9
45,7,491.7,174.7,619.8,702.9
45,3,597.5,232.6,677.4,414.5
45,2,1396.4,234.6,1583.7,782.0
46,1,1202.6,239.4,1411.6,786.9
46,4,837.4,192.8,1048.7,793.1
46,7,488.3,174.0,619.7,707.2
46,3,595.9,231.0,675.5,413.4
46,2,1399.0,233.4,1585.5,780.7
47,1,1201.4,238.9,1408.8,785.7
47,4,836.3,193.5,1051.4,795.4
47,7,484.8,173.7,619.1,711.3
47,3,594.0,229.4,673.4,412.6
47,2,1402.9,232.3,1588.9,779.9
48,1,1199.9,239.4,1405.6,785.1
48,4,833.8,194.2,1053.4,801.5
48,7,480.9,174.0,617.5,713.9
48,3,591.7,228.4,670.5,411.8
48,2,1405.9,231.9,1592.1,781.1
49,1,1198.4,239.8,1402.4,784.5
49,4,832.3,193.7,1055.2,806.0
49,7,478.7,173.8,616.9,714.3
49,3,588.7,227.9,666.7,411.3
49,2,1407.7,231.8,1595.1,785.2
50,1,1194.8,240.9,1397.7,783.8
50,4,832.2,193.2,1057.1,808.4
50,7,475.4,174.2,615.9,718.3
50,3,586.4,227.7,663.7,410.5
50,2,1409.1,230.7,1598.1,790.3
51,1,1190.0,242.3,1392.4,783.4
51,4,834.5,191.1,1060.2,809.1
51,7,471.6,174.8,615.2,726.2
51,3,584.4,227.4,661.3,409.9
51,2,1410.3,229.9,1600.8,794.3
52,1,1185.5,243.9,1387.9,783.2
52,4,838.9,189.4,1064.1,808.8
52,7,467.6,176.8,614.8,738.6
52,3,582.3,227.5,659.1,409.4
52,2,1411.1,228.8,1603.3,797.7
53,1,1182.9,246.4,1385.1,783.0
53,4,847.3,187.5,1070.8,808.8
53,7,465.4,178.6,614.5,744.4
53,3,579.5,227.8,656.6,409.4
53,2,1412.2,228.4,1606.5,801.2
54,1,1180.7,249.6,1382.5,782.2
54,4,859.3,185.0,1081.4,808.4
54,7,463.8,180.3,613.9,747.2
54,3,575.7,228.0,652.9,408.6
54,2,1414.0,228.4,1610.5,803.3
55,1,1180.7,253.2,1381.8,781.4
55,4,873.0,183.4,1093.2,808.3
55,7,461.8,180.5,612.6,747.7
55,3,572.3,228.0,649.5,407.8
55,2,1414.1,227.9,1612.4,804.5
56,1,1182.9,257.0,1383.0,780.5
56,4,886.1,180.1,1104.9,806.7
56,7,460.3,179.6,611.9,747.8
56,3,571.3,227.7,648.7,407.1
56,2,1414.4,227.7,1614.4,805.3
57,1,1187.8,262.1,1386.0,779.2
57,4,893.9,177.2,1113.0,805.6
57,7,458.4,177.4,611.2,748.2
57,3,570.0,227.2,647.5,406.4
57,2,1414.5,227.0,1616.5,805.7
58,1,1194.1,265.7,1390.0,776.4
58,4,899.1,175.0,1119.6,805.7
58,7,457.1,175.7,610.5,747.8
58,3,573.8,226.3,647.1,392.1
58,2,1414.8,227.4,1618.6,805.6
59,1,1196.9,269.0,1391.0,773.9
59,4,902.8,173.6,1126.7,810.1
59,7,455.7,173.2,610.2,747.7
59,3,573.7,225.1,645.4,383.9
59,2,1415.2,226.3,1621.6,805.6
60,1,1198.3,271.9,1390.8,771.2
60,4,906.6,172.5,1135.9,819.1
60,7,454.5,170.9,610.0,747.6
60,3,572.0,223.4,644.2,379.9
60,2,1415.6,225.4,1624.9,805.8
61,1,1198.7,274.5,1389.9,768.5
61,4,909.0,171.6,1143.4,826.8
61,7,453.7,169.0,610.2,747.5
61,3,569.3,221.7,643.1,378.1
61,2,1416.3,224.9,1628.2,805.8
62,1,1198.7,276.0,1388.9,765.4
62,4,911.5,172.0,1150.1,832.4
62,7,453.2,167.2,610.6,746.9
62,3,566.8,220.1,642.2,376.4
62,2,1417.5,224.7,1631.7,805.7
63,1,1198.2,277.1,1387.7,763.0
63,4,913.5,173.0,1155.2,835.0
63,7,452.6,165.6,611.0,746.9
63,3,564.2,218.7,642.2,376.9
63,2,1419.4,224.9,1635.6,805.8
64,1,1197.0,277.7,1385.9,760.3
64,4,914.7,173.6,1159.3,837.8
64,7,452.5,165.1,611.8,747.3
64,3,567.8,219.0,637.4,353.5
64,2,1420.5,225.1,1638.7,805.7
65,1,1196.6,277.8,1384.2,755.3
65,4,914.9,174.3,1163.1,842.7
65,7,452.3,165.2,612.6,748.9
65,2,1421.5,225.7,1641.6,805.5
66,1,1195.9,277.7,1381.9,748.5
66,4,914.3,174.1,1165.5,847.0
66,7,451.8,166.0,613.9,753.6
66,2,1422.1,226.3,1644.2,805.7
67,1,1195.2,277.6,1379.3,741.2
67,4,912.8,173.9,1166.4,851.9
67,7,452.0,166.4,616.3,758.4
67,2,1422.3,226.9,1646.6,806.1
68,1,1193.9,277.5,1377.5,737.4
68,4,909.4,173.7,1166.2,861.5
68,7,455.0,168.0,621.9,762.4
68,2,1422.2,227.3,1648.8,806.8
69,1,1192.4,277.8,1376.4,736.2
69,4,905.9,172.4,1163.4,865.9
69,7,458.3,169.7,628.7,766.5
69,2,1422.2,228.2,1651.1,807.5
70,1,1191.3,278.2,1376.4,736.7
70,4,901.8,171.6,1158.3,867.6
70,7,460.3,171.2,634.7,770.8
70,2,1421.8,228.5,1653.2,808.3
71,1,1190.8,278.9,1377.2,737.6
71,4,899.1,169.9,1151.1,859.7
71,7,459.7,172.6,638.4,777.1
71,2,1421.5,230.1,1655.1,809.4
72,1,1191.1,279.4,1379.2,738.8
72,4,896.4,168.1,1145.6,857.5
72,7,457.8,174.0,640.5,784.1
72,2,1421.3,231.5,1657.1,810.5
73,1,1191.7,280.0,1381.3,739.3
73,4,893.9,165.1,1141.4,856.8
73,7,455.8,173.4,642.0,788.3
73,2,1420.8,232.2,1658.9,811.1
74,1,1191.9,281.0,1383.0,739.5
74,4,889.6,163.4,1138.4,866.5
74,7,454.8,175.6,642.9,789.8
74,2,1420.2,232.6,1660.6,811.8
75,1,1191.2,282.0,1383.8,739.8
75,4,886.5,161.8,1134.7,870.5
75,7,455.6,175.6,646.5,790.6
75,2,1419.7,233.5,1662.0,812.4
76,1,1190.2,282.9,1384.3,739.9
76,4,884.2,160.4,1130.4,868.6
76,7,456.5,174.0,651.6,793.0
76,2,1419.2,234.1,1663.4,813.2
77,1,1189.1,283.7,1384.7,740.3
77,4,880.7,159.6,1130.9,884.4
77,7,459.6,172.1,658.9,795.4
77,2,1418.4,234.9,1664.6,814.7
78,1,1188.2,284.7,1385.1,740.9
78,4,876.9,159.4,1131.0,900.4
78,7,464.8,171.8,667.7,797.9
78,2,1417.8,235.9,1665.7,816.1
78,15,474.2,218.9,541.4,440.1
79,1,1187.1,285.8,1385.1,741.8
79,4,873.3,159.5,1130.8,913.7
79,7,470.0,171.7,676.7,801.1
79,2,1417.0,236.7,1666.5,817.5
79,15,474.0,217.7,542.7,443.2
80,1,1186.5,287.1,1385.4,742.7
80,4,869.4,160.1,1128.5,921.2
80,7,477.3,172.2,687.4,804.8
80,2,1416.1,237.6,1667.0,818.7
80,15,473.4,217.3,543.1,445.8
81,1,1185.6,288.6,1385.1,743.7
81,4,864.9,160.7,1125.1,925.0
81,7,486.3,172.5,698.0,804.1
81,2,1415.2,238.6,1667.0,819.0
81,15,472.7,218.2,543.3,448.9
82,1,1185.1,290.2,1385.1,744.6
82,4,860.0,161.2,1121.8,930.2
82,7,496.8,173.4,709.9,805.3
82,2,1414.6,239.3,1667.3,819.5
82,15,472.4,218.6,543.3,449.7
83,1,1184.7,291.5,1385.2,745.5
83,4,853.8,161.6,1118.4,938.7
83,7,505.6,174.0,720.8,809.4
83,2,1414.1,240.4,1667.7,820.6
83,15,470.9,219.2,542.4,451.9
84,1,1183.9,293.1,1384.7,746.6
84,4,845.7,161.4,1113.9,948.5
84,7,512.4,174.9,730.7,818.1
84,2,1413.3,241.1,1668.1,822.5
84,15,471.8,239.4,538.4,454.2
85,1,1182.8,295.0,1383.5,747.2
85,4,837.0,160.1,1108.5,957.8
85,7,517.9,176.0,738.3,824.2
85,2,1412.4,241.7,1668.3,823.8
85,15,468.5,228.2,538.9,456.0
86,1,1181.5,296.6,1382.3,747.7
86,4,829.2,157.4,1101.1,958.1
86,7,524.3,178.2,745.8,830.0
86,2,1411.6,242.2,1668.4,825.0
86,15,466.7,224.7,538.4,457.9
87,1,1180.2,298.6,1380.9,748.8
87,4,819.8,155.5,1091.5,958.8
87,7,530.9,179.9,752.9,834.5
87,2,1411.2,242.8,1668.5,825.7
87,15,465.9,226.6,537.3,459.7
88,1,1178.5,300.3,1379.6,750.1
88,4,811.4,152.7,1082.7,959.9
88,7,537.6,182.1,759.3,838.7
88,2,1410.7,243.3,1668.7,826.8
88,15,465.8,229.4,536.5,461.0
89,1,1176.7,301.3,1378.2,751.1
89,4,804.1,149.4,1075.4,962.3
89,7,546.0,184.3,765.0,833.2
89,2,1410.4,243.5,1669.0,827.6
89,15,465.8,232.0,535.8,462.1
90,1,1174.4,302.3,1376.4,751.6
90,4,799.0,145.7,1069.4,962.3
90,7,555.6,186.7,774.7,830.4
90,2,1410.1,243.9,1669.1,827.9
90,15,465.7,233.5,535.5,463.6
91,1,1171.1,303.8,1373.5,752.2
91,4,794.8,141.7,1064.1,961.6
91,7,562.9,189.6,785.6,835.8
91,2,1409.6,244.1,1669.4,829.2
91,15,465.7,234.7,535.1,464.7
91,16,510.1,281.1,548.7,353.9
91,17,528.6,325.4,577.5,383.1
92,1,1166.9,306.1,1369.7,752.8
92,4,789.2,137.7,1058.1,962.8
92,7,568.4,191.8,796.1,841.0
92,2,1409.1,244.7,1669.7,830.9
92,15,465.5,235.7,534.3,464.7
92,16,510.5,282.2,547.8,352.3
92,17,528.1,326.6,577.1,384.5
93,1,1161.2,307.2,1365.4,753.2
93,4,780.8,134.3,1048.8,961.5
93,7,570.8,194.1,803.2,846.5
93,2,1409.0,245.4,1669.6,830.9
93,15,465.5,236.0,533.9,464.9
93,16,510.7,283.1,547.9,353.1
93,17,527.6,327.4,576.9,385.6
94,1,1154.7,308.2,1360.7,753.8
94,4,768.7,132.0,1036.8,963.4
94,7,568.1,197.1,804.2,854.0
94,2,1408.7,246.1,1669.4,831.1
94,15,465.0,235.6,533.3,465.6
94,16,510.8,283.9,547.8,353.5
94,17,526.9,328.1,576.4,386.4
94,18,593.1,327.8,639.4,401.6
95,1,1147.4,308.6,1356.1,755.2
95,4,745.9,135.3,1017.6,973.9
95,7,566.1,200.5,802.8,853.6
95,2,1407.7,247.0,1669.4,833.0
95,15,464.6,236.5,532.4,466.8
95,16,510.8,284.9,548.5,355.8
95,17,526.4,329.0,575.9,387.3
95,18,594.0,328.6,640.9,403.0
96,1,1139.8,308.3,1351.7,755.8
96,4,721.6,136.2,998.9,984.6
96,7,569.7,202.2,800.5,829.5
96,2,1407.1,246.7,1668.4,830.3
96,15,466.2,250.7,529.9,467.3
96,16,510.4,285.7,549.2,358.9
96,17,526.9,329.8,576.3,387.8
96,18,592.8,329.6,639.8,403.5
97,1,1132.7,308.1,1347.7,756.6
97,4,686.0,142.7,971.5,996.7
97,7,576.8,202.7,807.5,821.9
97,2,1406.9,247.3,1668.4,829.7
97,15,466.8,257.6,528.6,467.8
97,16,510.0,286.5,549.2,360.5
97,17,523.7,330.6,572.7,388.9
97,18,593.5,329.7,641.5,404.6
98,1,1125.9,307.5,1344.1,757.7
98,4,657.9,142.7,953.1,1006.9
98,7,586.9,200.8,819.8,822.5
98,2,1406.9,247.6,1668.9,829.9
98,15,466.9,260.9,528.2,469.4
98,16,509.9,287.2,549.1,361.8
98,17,528.1,331.3,576.2,388.7
98,18,592.9,330.3,641.8,405.7
99,1,1120.6,306.9,1341.7,758.5
99,4,633.9,146.3,937.9,1018.9
99,7,597.4,205.5,829.0,828.1
99,2,1406.7,247.1,1669.7,830.5
99,15,466.9,263.5,528.0,471.6
99,16,510.2,287.8,549.3,362.5
99,17,529.6,332.0,577.4,389.2
99,18,593.2,330.8,642.9,406.6
100,1,1116.0,306.6,1339.4,759.9
100,4,620.2,150.3,931.7,1029.2
100,2,1405.6,248.0,1669.3,831.5
100,15,467.2,265.4,528.1,473.3
100,16,510.7,288.4,549.4,362.6
100,17,529.0,332.7,577.7,390.8
100,18,592.6,331.5,643.0,407.5
101,1,1112.0,305.7,1337.6,761.3
101,4,605.2,150.9,926.0,1038.2
101,2,1402.5,248.2,1667.6,832.5
101,15,467.1,266.0,528.5,476.3
101,16,511.1,289.0,549.7,363.1
101,17,528.4,333.5,577.6,392.2
101,18,592.0,332.5,642.9,408.2
101,7,604.4,176.9,915.5,1000.9
102,1,1108.7,305.1,1334.5,760.8
102,4,598.9,147.0,928.8,1049.1
102,2,1404.2,248.2,1669.4,832.3
102,15,467.5,266.4,528.5,475.8
102,16,511.9,289.7,549.9,362.8
102,17,528.2,334.3,577.6,393.2
102,18,592.3,333.7,643.2,408.8
103,1,1105.3,303.6,1331.1,760.5
103,4,593.2,139.3,930.0,1053.0
103,2,1405.0,247.6,1670.5,832.5
103,15,471.4,267.0,526.0,453.1
103,16,511.8,290.3,550.6,365.1
103,17,528.5,335.1,577.9,394.0
103,18,592.6,334.1,644.2,409.6
104,1,1102.5,303.0,1327.1,759.9
104,4,586.0,131.5,928.4,1056.8
104,2,1405.8,248.5,1670.9,833.0
104,15,467.5,267.0,521.1,453.5
104,16,512.3,290.9,550.2,363.7
104,17,528.7,335.6,578.0,394.5
104,18,592.5,334.9,644.4,409.9
105,1,1098.8,302.4,1321.6,760.0
105,4,575.8,128.9,918.5,1058.3
105,2,1406.6,249.3,1671.0,833.6
105,15,466.9,266.9,518.6,451.0
105,16,510.9,291.4,550.4,367.1
105,17,529.1,336.1,578.1,394.9
105,18,592.1,335.6,644.6,411.2
106,1,1095.3,302.2,1315.6,760.7
106,4,563.0,127.7,900.6,1056.4
106,2,1407.2,250.4,1670.8,834.5
106,15,465.5,266.9,517.1,454.8
106,16,510.1,292.0,550.0,368.2
106,17,529.2,336.9,578.0,395.5
106,18,588.1,336.3,639.0,411.1
107,1,1093.7,301.8,1311.0,760.5
107,4,537.6,119.3,867.4,1042.4
107,2,1407.5,251.4,1671.0,838.2
107,15,464.8,267.1,515.5,456.5
107,16,509.7,292.7,549.6,367.8
107,17,529.4,337.7,577.9,395.9
107,21,766.5,202.1,944.2,863.6
108,1,1093.2,300.8,1307.8,759.9
108,4,506.3,106.3,830.4,1028.0
108,2,1406.9,251.7,1669.8,839.8
108,15,466.3,267.5,516.7,458.8
108,16,510.5,293.3,549.8,366.8
108,17,529.4,338.5,578.0,396.8
108,21,779.3,203.4,958.8,867.0
109,1,1091.9,300.1,1303.2,759.2
109,4,476.3,99.6,798.1,1024.4
109,2,1405.1,250.9,1666.6,837.8
109,15,465.2,268.1,514.1,459.6
109,21,792.9,205.4,978.0,880.3
110,1,1090.9,299.9,1298.7,758.9
110,4,448.2,96.9,764.7,1011.7
110,2,1402.3,250.1,1663.1,837.1
110,15,464.9,268.4,512.3,459.7
110,21,805.5,207.6,998.9,898.1
111,1,1090.2,299.5,1294.5,758.9
111,4,418.4,94.5,738.0,1018.1
111,2,1398.8,250.0,1659.3,837.3
111,15,464.7,268.9,511.2,461.9
111,21,811.9,211.0,1013.7,912.3
112,1,1089.8,298.9,1290.8,759.3
112,4,395.9,99.3,720.9,1029.8
112,2,1395.6,250.4,1655.7,837.7
112,15,463.7,269.6,511.1,473.0
112,21,812.8,213.4,1024.6,928.4
113,1,1089.5,298.5,1286.9,759.8
113,4,372.5,100.8,704.5,1034.6
113,2,1392.9,251.7,1652.4,838.6
113,21,814.6,213.3,1030.1,915.8
114,1,1089.7,298.2,1283.4,760.1
114,4,350.3,106.0,692.3,1044.1
114,2,1390.9,252.8,1649.4,838.6
114,21,814.7,209.0,1036.8,907.6
115,1,1090.4,298.1,1280.2,760.2
115,4,329.3,108.4,682.0,1049.2
115,2,1389.7,253.0,1646.9,838.4
115,21,815.4,209.3,1043.4,903.0
116,1,1091.3,298.1,1277.7,760.7
116,4,305.4,106.3,670.0,1052.4
116,2,1388.5,254.2,1644.1,838.7
116,21,817.0,205.9,1051.4,899.2
117,1,1092.7,298.2,1275.6,761.0
117,4,285.3,106.6,662.1,1059.2
117,2,1387.4,255.3,1640.8,838.6
117,21,822.8,209.0,1061.5,901.6
118,1,1094.5,298.6,1274.2,761.3
118,4,258.7,100.6,642.1,1054.7
118,2,1385.9,256.3,1637.9,840.8
118,21,831.4,211.2,1071.0,897.2
118,16,516.7,300.1,552.9,366.9
119,1,1096.7,298.7,1273.9,761.7
119,4,233.3,96.5,622.5,1060.4
119,2,1384.3,256.7,1634.4,842.0
119,21,844.3,214.0,1081.7,891.0
119,16,516.2,300.4,552.3,365.4
120,1,1098.5,298.9,1273.5,762.1
120,4,208.3,91.2,597.9,1062.6
120,2,1383.5,256.7,1631.0,841.6
120,21,859.7,214.8,1094.9,888.8
120,16,514.9,300.8,551.1,363.7
121,1,1100.1,299.2,1273.4,763.1
121,4,166.2,69.3,553.2,1047.0
121,2,1382.1,257.0,1626.8,841.6
121,21,878.6,214.5,1111.3,890.7
121,16,516.4,301.4,552.4,362.8
122,1,1101.8,299.0,1273.6,763.6
122,4,117.8,54.5,500.2,1037.2
122,2,1381.1,257.0,1623.5,843.6
122,21,902.4,215.0,1131.5,896.1
122,16,515.7,302.1,552.0,362.2
122,23,1689.9,271.9,1865.8,908.5
122,18,599.0,349.8,649.0,419.4
123,1,1103.2,298.5,1273.8,764.2
123,4,61.7,45.9,440.5,1037.0
123,2,1379.9,256.9,1619.6,845.6
123,21,924.5,215.1,1148.7,900.5
123,16,517.5,302.7,553.5,361.6
123,23,1680.9,270.9,1857.3,905.7
123,18,598.1,350.4,650.0,419.7
123,17,539.8,346.1,584.6,401.8
124,1,1104.8,298.3,1274.2,764.4
124,4,3.6,36.4,384.4,1041.3
124,2,1379.0,256.6,1616.0,845.9
124,21,944.6,216.0,1165.5,904.3
124,16,516.4,303.2,553.4,362.6
124,23,1672.1,270.7,1850.3,905.7
124,18,596.4,348.2,651.4,420.1
124,17,539.9,346.8,584.3,403.3
125,1,1107.0,297.8,1275.6,764.9
125,4,0.0,31.6,357.0,1041.1
125,2,1377.2,256.4,1611.8,846.3
125,21,961.4,216.7,1180.9,905.8
125,16,515.0,303.7,553.9,364.9
125,23,1666.1,270.1,1847.3,907.3
125,18,595.6,346.5,652.8,419.9
125,17,540.8,347.3,584.7,404.1
126,1,1111.9,297.9,1278.6,763.8
126,4,0.0,29.8,342.1,1038.5
126,2,1374.9,257.4,1606.5,846.3
126,21,972.8,217.2,1192.4,905.9
126,16,514.7,304.0,555.7,368.5
126,23,1661.5,269.1,1846.4,909.5
126,18,594.9,345.9,653.8,420.7
126,17,541.7,347.6,584.4,403.6
127,1,1117.5,297.5,1282.8,764.3
127,4,0.0,31.2,323.6,1009.3
